"05/17/2023","-22.72","*","","AMZN Mktp US*PV1YO3CH3"
"05/16/2023","-38.86","*","","AMZN Mktp US*2V5RF4ZN3"
"05/16/2023","-16.23","*","","AMAZON.COM*OE16I6Y33 AMZN"
"05/15/2023","-19.25","*","","AMZN Mktp US*BZ6QE6CL3"
"05/13/2023","-6.55","*","","AMZN Mktp US*Y30Z40123 Amzn.com/billWA"
"05/13/2023","-12.17","*","","AMZN Mktp US*GZ12K3W63 Amzn.com/billWA"
"05/11/2023","-38.95","*","","AMZN Mktp US*Z41I43E33 Amzn.com/billWA"
"05/10/2023","-21.64","*","","Hulu 877-8244858 CA HULU.COM/BILLCA"
"05/10/2023","-22.21","*","","AMAZON.COM*BY62I0YB3 AMZNAMZN.COM/BILLWA"
"05/08/2023","-538.95","*","","SOUTHWESTAIR5262451071295PAYPAL COM TX"
"05/06/2023","-22.72","*","","AMZN Mktp US*5O8VC97V3 Amzn.com/billWA"
"05/06/2023","-29.43","*","","AMZN Mktp US*3O2MN3FD3 Amzn.com/billWA"
"05/05/2023","-13.63","*","","AMZN Mktp US*628O90863 Amzn.com/billWA"
"05/05/2023","-4.32","*","","AMZN Mktp US*DT5WR6933 Amzn.com/billWA"
"05/03/2023","-723.49","*","","PAYPAL *HOME DEPOT 402-935-7733 GA"
"05/02/2023","-42.20","*","","AMZN MKTP US*HM1WY6MF2 AMAMZN.COM/BILLWA"
"05/01/2023","-44.73","*","","AMZN MKTP US*HM2IR3161 AMAMZN.COM/BILLWA"
"04/30/2023","-11.26","*","","AMZN Mktp US*HM8TY1ZM1 Amzn.com/billWA"
"04/26/2023","-44.21","*","","AMZN Mktp US*HF8S435D2 Amzn.com/billWA"
"04/26/2023","-41.67","*","","AMAZON.COM*HF3K37BS1 AMZNAMZN.COM/BILLWA"
"04/24/2023","-5.40","*","","Prime Video*HF0BL0XJ0 888-802-3080 WA"
"04/24/2023","-10.38","*","","AMZN MKTP US*HF4007FV2 AMAMZN.COM/BILLWA"
"04/23/2023","345.42","*","","ONLINE PAYMENT THANK YOU"
"04/22/2023","-16.23","*","","AMZN Mktp US*HV6GP0RK1 Amzn.com/billWA"
"04/19/2023","-100.00","*","","LGC*DOORDASH GIFTCARD HTTPSLAUNCHGICA"
"04/14/2023","-5.36","*","","AMZN Mktp US*HJ7N28WX0 Amzn.com/billWA"
"04/14/2023","-18.48","*","","AMZN Mktp US*HJ3EW6X22 Amzn.com/billWA"
"04/14/2023","-186.31","*","","AMZN Mktp US*HJ03O2891 Amzn.com/billWA"
"04/14/2023","-13.63","*","","AMZN Mktp US*HJ2EE5UO0 Amzn.com/billWA"
"04/10/2023","-21.64","*","","HLU*Hulu 1051419890069-U HULU.COM/BILLCA"
"04/07/2023","181.51","*","","ONLINE PAYMENT THANK YOU"
"04/06/2023","-15.14","*","","AMZN Mktp US*HS7CT82J0 Amzn.com/billWA"
"04/02/2023","-7.95","*","","AMZN Mktp US*HY93Y2UA1 Amzn.com/billWA"
"04/02/2023","-43.25","*","","AMZN Mktp US*HY4ZV8842 Amzn.com/billWA"
"03/30/2023","288.06","*","","ONLINE PAYMENT THANK YOU"
"03/30/2023","-5.40","*","","AMZN Mktp US*HY42N84L2 Amzn.com/billWA"
"03/30/2023","-22.60","*","","PAYPAL *DOMINO'S 9267 402-935-7733 TX"
"03/29/2023","-62.28","*","","PAYPAL *SHEIN 171-352-4628 DE"
"03/29/2023","-24.89","*","","AMZN MKTP US*H72TW0W82 AMAMZN.COM/BILLWA"
"03/27/2023","-10.81","*","","AMZN Mktp US*H723O9II1 Amzn.com/billWA"
